Player Name,Club Name,Position,DoB(age),Nationality,Height,Dominant foot,Contract Expired,Market Value,position,age,birth_date,birth_place,birth_country,nationality,height,weight,rating,team_id,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
ruben sobrino,Alaves,Centre-Forward,"Jun 1, 1992 (26)",Spain,"1,85 m",right,30.06.2021,3.00m,Attacker,28.0,01/06/1992,Daimiel,Spain,Spain,185 cm,73 kg,6.655,542.0,La Liga,2018-2019,0.0,20.0,6.0,3.0,0.0,1.0,160.0,9.0,66.0,11.0,1.0,2.0,178.0,67.0,28.0,16.0,13.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,962.0,10.0,10.0,7.0,10.0
borja baston,Alaves,Centre-Forward,"Aug 25, 1992 (25)",Spain,"1,86 m",right,-,2.00m,Attacker,28.0,25/08/1992,Madrid,Spain,Spain,186 cm,83 kg,6.627999999999999,542.0,La Liga,2018-2019,0.0,33.0,10.0,5.0,0.0,1.0,194.0,8.0,61.0,7.0,5.0,4.0,265.0,82.0,9.0,5.0,13.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1445.0,18.0,9.0,15.0,13.0
oier olazabal,Levante,Goalkeeper,"Sep 14, 1989 (28)",Spain,"1,89 m",left,30.06.2021,2.50m,Goalkeeper,31.0,14/09/1989,Irun,Spain,Spain,190 cm,86 kg,6.933333,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,40.0,0.0,260.0,1.0,54.0,1.0,0.0,1.0,9.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1890.0,21.0,0.0,0.0,14.0
koke vegas,Levante,Goalkeeper,"Sep 27, 1995 (22)",Spain,"1,88 m",-,30.06.2020,800Th.,Goalkeeper,25.0,27/09/1995,Antequera,Spain,Spain,188 cm,88 kg,7.2,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,3.0
erick cabaco,Levante,Centre-Back,"Apr 19, 1995 (23)",Uruguay,"1,85 m",right,30.06.2022,4.00m,Defender,25.0,19/04/1995,Montevideo,Uruguay,Uruguay,185 cm,84 kg,6.538094999999998,539.0,La Liga,2018-2019,0.0,10.0,3.0,2.0,0.0,0.0,507.0,3.0,70.0,13.0,14.0,29.0,162.0,74.0,3.0,1.0,13.0,33.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1639.0,20.0,1.0,6.0,7.0
chema,Levante,Centre-Back,"Mar 3, 1992 (26)",Spain,"1,89 m",left,30.06.2020,2.50m,Defender,28.0,03/03/1992,Caudete,Spain,Spain,189 cm,80 kg,6.705263,539.0,La Liga,2018-2019,0.0,6.0,2.0,2.0,0.0,0.0,274.0,3.0,69.0,19.0,11.0,19.0,107.0,65.0,2.0,2.0,5.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1252.0,13.0,6.0,4.0,15.0
genis montolio,Levante,Centre-Back,"Jul 23, 1996 (21)",Spain,"1,83 m",right,-,200Th.,Defender,24.0,23/07/1996,Barcelona,Spain,Spain,183 cm,,,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tono,Levante,Left-Back,"Nov 7, 1989 (28)",Spain,"1,80 m",left,30.06.2023,1.00m,Defender,31.0,07/11/1989,Valencia,Spain,Spain,179 cm,69 kg,6.675,539.0,La Liga,2018-2019,0.0,14.0,4.0,1.0,0.0,2.0,475.0,15.0,71.0,13.0,5.0,14.0,160.0,76.0,65.0,34.0,18.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1767.0,21.0,0.0,4.0,3.0
shaq moore,Levante,Right-Back,"Nov 2, 1996 (21)",United States,"1,80 m",right,-,300Th.,Defender,24.0,02/11/1996,Powder Springs,USA,USA,180 cm,74 kg,,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nikola vukcevic,Levante,Defensive Midfield,"Dec 13, 1991 (26)",Montenegro,"1,87 m",left,30.06.2022,2.50m,Midfielder,29.0,13/12/1991,Podgorica,Montenegro,Montenegro,184 cm,76 kg,6.553333,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,1.0,201.0,1.0,81.0,18.0,5.0,10.0,103.0,56.0,5.0,5.0,11.0,21.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,671.0,9.0,7.0,7.0,14.0
pepelu,Levante,Defensive Midfield,"Aug 11, 1998 (19)",Spain,"1,86 m",right,-,300Th.,Midfielder,22.0,11/08/1998,Denia,Spain,Spain,186 cm,73 kg,,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
jose campana,Levante,Central Midfield,"May 31, 1993 (25)",Spain,"1,79 m",right,30.06.2023,15.00m,Midfielder,27.0,31/05/1993,Sevilla,Spain,Spain,179 cm,70 kg,7.1027770000000015,539.0,La Liga,2018-2019,0.0,23.0,9.0,4.0,0.0,9.0,1567.0,59.0,83.0,45.0,7.0,48.0,397.0,189.0,80.0,48.0,35.0,42.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,3213.0,36.0,0.0,3.0,0.0
fran manzanara,Levante,Central Midfield,"Sep 12, 1996 (21)",Spain,"1,82 m",right,-,300Th.,Midfielder,24.0,12/09/1996,La Solana,Spain,Spain,183 cm,75 kg,6.733333,539.0,La Liga,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,64.0,5.0,2.0,1.0,18.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,154.0,1.0,3.0,0.0,5.0
arturo molina,Levante,Attacking Midfield,"Jul 18, 1996 (21)",Spain,"1,83 m",right,-,250Th.,Midfielder,24.0,18/07/1996,Abaran,Spain,Spain,183 cm,75 kg,,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jason,Levante,Right Winger,"Jul 6, 1994 (23)",Spain,"1,78 m",right,-,5.00m,Midfielder,26.0,06/07/1994,A Coruna,Spain,Spain,178 cm,65 kg,6.6633330000000015,539.0,La Liga,2018-2019,0.0,32.0,9.0,2.0,0.0,5.0,449.0,30.0,67.0,25.0,4.0,46.0,348.0,157.0,78.0,29.0,51.0,26.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,2333.0,26.0,4.0,7.0,10.0
roger marti,Levante,Centre-Forward,"Jan 3, 1991 (27)",Spain,"1,79 m",right,30.06.2023,10.00m,Attacker,29.0,03/01/1991,Torrent,Spain,Spain,179 cm,74 kg,6.835483,539.0,La Liga,2018-2019,0.0,71.0,30.0,13.0,0.0,0.0,241.0,16.0,68.0,6.0,1.0,4.0,213.0,72.0,27.0,11.0,32.0,38.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,31.0,1894.0,23.0,8.0,14.0,14.0
borja mayoral,Levante,Centre-Forward,"Apr 5, 1997 (21)",Spain,"1,82 m",right,-,4.00m,Attacker,23.0,05/04/1997,Parla,Spain,Spain,182 cm,74 kg,6.717857,539.0,La Liga,2018-2019,0.0,24.0,15.0,3.0,0.0,2.0,312.0,20.0,78.0,4.0,1.0,5.0,222.0,86.0,42.0,23.0,33.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1614.0,16.0,13.0,6.0,18.0
emmanuel boateng,Levante,Centre-Forward,"May 23, 1996 (22)",Ghana,"1,75 m",right,30.06.2021,2.50m,Attacker,24.0,23/05/1996,Accra,Ghana,Ghana,175 cm,70 kg,6.6866660000000016,539.0,La Liga,2018-2019,0.0,18.0,3.0,1.0,0.0,0.0,66.0,2.0,54.0,3.0,0.0,1.0,110.0,55.0,7.0,4.0,19.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,695.0,7.0,9.0,5.0,11.0
aitor fernandez,Levante,Goalkeeper,"May 3, 1991 (27)",Spain,"1,82 m",right,30.06.2023,2.50m,Goalkeeper,29.0,03/05/1991,Arrasate,Spain,Spain,182 cm,78 kg,6.925,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,24.0,0.0,198.0,1.0,52.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,16.0,0.0,0.0,21.0
ruben vezo,Levante,Centre-Back,"Apr 25, 1994 (24)",Portugal,"1,82 m",right,-,6.00m,Defender,26.0,25/04/1994,Setubal,Portugal,Portugal,182 cm,80 kg,6.98,539.0,La Liga,2018-2019,0.0,7.0,3.0,2.0,0.0,1.0,387.0,4.0,75.0,17.0,20.0,19.0,120.0,67.0,7.0,5.0,11.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1340.0,15.0,0.0,1.0,0.0
rober pier,Levante,Centre-Back,"Feb 16, 1995 (23)",Spain,"1,82 m",right,-,2.50m,Defender,25.0,16/02/1995,A Coruna,Spain,Spain,182 cm,74 kg,6.7696960000000015,539.0,La Liga,2018-2019,0.0,8.0,1.0,1.0,0.0,0.0,893.0,8.0,80.0,29.0,36.0,51.0,245.0,124.0,10.0,10.0,13.0,28.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,2854.0,32.0,1.0,1.0,3.0
sergio postigo,Levante,Centre-Back,"Nov 4, 1988 (29)",Spain,"1,85 m",right,30.06.2021,2.50m,Defender,32.0,04/11/1988,Madrid,Spain,Spain,184 cm,78 kg,6.75,539.0,La Liga,2018-2019,0.0,6.0,2.0,1.0,0.0,1.0,383.0,4.0,68.0,15.0,12.0,20.0,98.0,49.0,2.0,0.0,4.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1451.0,17.0,4.0,5.0,5.0
antonio luna,Levante,Left-Back,"Mar 17, 1991 (27)",Spain,"1,78 m",left,30.06.2021,1.50m,Defender,29.0,17/03/1991,Son Servera,Spain,Spain,178 cm,68 kg,6.625,539.0,La Liga,2018-2019,0.0,3.0,1.0,0.0,0.0,2.0,348.0,10.0,72.0,10.0,7.0,15.0,99.0,48.0,13.0,9.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1259.0,14.0,2.0,3.0,7.0
coke,Levante,Right-Back,"Apr 26, 1987 (31)",Spain,"1,76 m",right,30.06.2022,2.00m,Defender,33.0,26/04/1987,Madrid,Spain,Spain,182 cm,78 kg,6.711111,539.0,La Liga,2018-2019,2.0,12.0,6.0,4.0,0.0,0.0,558.0,13.0,74.0,27.0,8.0,40.0,235.0,111.0,30.0,12.0,31.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1814.0,19.0,8.0,4.0,10.0
pedro lopez,Levante,Right-Back,"Nov 1, 1983 (34)",Spain,"1,74 m",right,-,200Th.,Defender,37.0,01/11/1983,Valencia,Spain,Spain,174 cm,72 kg,6.685714,539.0,La Liga,2018-2019,4.0,2.0,1.0,0.0,0.0,1.0,149.0,5.0,82.0,3.0,3.0,8.0,49.0,27.0,12.0,6.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,463.0,4.0,4.0,2.0,24.0
cheick doukoure,Levante,Defensive Midfield,"Sep 11, 1992 (25)",Cote d'Ivoire,"1,80 m",right,30.06.2021,1.00m,Midfielder,28.0,11/09/1992,Abidjan,Cote d'Ivoire,Cote d'Ivoire,180 cm,82 kg,6.2444440000000005,539.0,La Liga,2018-2019,0.0,1.0,1.0,0.0,0.0,0.0,81.0,1.0,76.0,7.0,2.0,3.0,65.0,25.0,3.0,2.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,314.0,3.0,6.0,2.0,10.0
enis bardhi,Levante,Central Midfield,"Jul 2, 1995 (22)",North Macedonia,"1,72 m",right,30.06.2022,15.00m,Midfielder,25.0,02/07/1995,Skopje,North Macedonia,North Macedonia,172 cm,67 kg,6.7,539.0,La Liga,2018-2019,0.0,66.0,18.0,3.0,0.0,4.0,843.0,29.0,75.0,43.0,3.0,31.0,397.0,170.0,72.0,43.0,47.0,61.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,2839.0,31.0,5.0,8.0,5.0
sanjin prcic,Levante,Central Midfield,"Nov 20, 1993 (24)",Bosnia-Herzegovina,"1,82 m",right,30.06.2021,4.00m,Midfielder,27.0,20/11/1993,Belfort,France,Bosnia and Herzegovina,181 cm,73 kg,6.83,539.0,La Liga,2018-2019,0.0,8.0,1.0,0.0,0.0,0.0,234.0,1.0,80.0,13.0,7.0,11.0,67.0,45.0,2.0,2.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,533.0,6.0,4.0,5.0,10.0
ruben rochina,Levante,Attacking Midfield,"Mar 23, 1991 (27)",Spain,"1,82 m",left,30.06.2021,4.00m,Midfielder,29.0,23/03/1991,Valencia,Spain,Spain,182 cm,76 kg,6.837037,539.0,La Liga,2018-2019,0.0,46.0,12.0,4.0,0.0,5.0,685.0,30.0,72.0,33.0,0.0,21.0,404.0,193.0,92.0,65.0,53.0,49.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1902.0,23.0,4.0,18.0,6.0
moses simon,Levante,Left Winger,"Jul 12, 1995 (22)",Nigeria,"1,68 m",right,30.06.2023,3.00m,Attacker,25.0,12/07/1995,Jos,Nigeria,Nigeria,168 cm,66 kg,6.572222,539.0,La Liga,2018-2019,0.0,15.0,5.0,1.0,0.0,1.0,148.0,8.0,62.0,8.0,1.0,12.0,97.0,43.0,35.0,20.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,779.0,8.0,11.0,5.0,24.0
samu garcia,Levante,Right Winger,"Jul 13, 1990 (27)",Spain,"1,77 m",right,30.06.2020,800Th.,Midfielder,29.0,13/07/1990,Malaga,Spain,Spain,179 cm,72 kg,,539.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jose luis morales,Levante,Centre-Forward,"Jul 23, 1987 (30)",Spain,"1,80 m",right,30.06.2021,10.00m,Midfielder,33.0,23/07/1987,Madrid,Spain,Spain,180 cm,70 kg,6.818917999999999,539.0,La Liga,2018-2019,31.0,65.0,33.0,12.0,0.0,5.0,494.0,45.0,71.0,15.0,1.0,12.0,429.0,157.0,145.0,69.0,52.0,31.0,7.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,37.0,3196.0,35.0,2.0,3.0,2.0
raphael dwamena,Levante,Centre-Forward,"Sep 12, 1995 (22)",Ghana,"1,86 m",left,30.06.2022,2.50m,Attacker,24.0,12/09/1995,Nkawkaw,Ghana,Ghana,184 cm,81 kg,6.53,539.0,La Liga,2018-2019,0.0,4.0,2.0,0.0,0.0,1.0,29.0,3.0,63.0,0.0,1.0,0.0,37.0,14.0,6.0,2.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,211.0,1.0,11.0,0.0,20.0
andriy lunin,Leganes,Goalkeeper,"Feb 11, 1999 (19)",Ukraine,"1,91 m",right,-,7.50m,Goalkeeper,21.0,11/02/1999,Krasnohrad,Ukraine,Ukraine,191 cm,80 kg,7.0,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,5.0,0.0,64.0,0.0,67.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,364.0,4.0,1.0,0.0,26.0
jon ander serantes,Leganes,Goalkeeper,"Oct 24, 1989 (28)",Spain,"1,84 m",right,-,500Th.,Goalkeeper,31.0,24/10/1989,Barakaldo,Spain,Spain,184 cm,72 kg,,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
kenneth omeruo,Leganes,Centre-Back,"Oct 17, 1993 (24)",Nigeria,"1,85 m",right,-,5.00m,Defender,27.0,17/10/1993,Kaduna,Nigeria,Nigeria,185 cm,81 kg,6.9142850000000005,537.0,La Liga,2018-2019,0.0,3.0,1.0,0.0,0.0,0.0,773.0,2.0,77.0,27.0,11.0,37.0,182.0,121.0,9.0,8.0,11.0,17.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,2434.0,27.0,1.0,2.0,4.0
diego reyes,Leganes,Centre-Back,"Sep 19, 1992 (25)",Mexico,"1,90 m",right,-,2.00m,Defender,28.0,19/09/1992,Ciudad de Mexico,Mexico,Mexico,190 cm,76 kg,6.9,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,67.0,4.0,4.0,7.0,26.0,20.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,320.0,4.0,2.0,2.0,8.0
ezequiel munoz,Leganes,Centre-Back,"Oct 8, 1990 (27)",Argentina,"1,86 m",right,30.06.2020,1.00m,Defender,30.0,08/10/1990,Pergamino,Argentina,Argentina,185 cm,78 kg,6.4,537.0,La Liga,2018-2019,0.0,2.0,0.0,0.0,0.0,0.0,94.0,0.0,77.0,2.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,211.0,2.0,1.0,1.0,1.0
jonathan silva,Leganes,Left-Back,"Jun 29, 1994 (24)",Argentina,"1,81 m",left,-,3.00m,Defender,26.0,29/06/1994,La Plata,Argentina,Argentina,178 cm,72 kg,6.983333,537.0,La Liga,2018-2019,0.0,23.0,8.0,3.0,0.0,6.0,636.0,47.0,68.0,38.0,2.0,29.0,222.0,99.0,25.0,12.0,20.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2700.0,30.0,0.0,0.0,1.0
raul garcia,Leganes,Left-Back,"Apr 30, 1989 (29)",Spain,"1,79 m",left,-,1.00m,Defender,31.0,30/04/1989,A Coruna,Spain,Spain,180 cm,74 kg,6.9,537.0,La Liga,2018-2019,0.0,5.0,1.0,0.0,0.0,1.0,246.0,6.0,71.0,12.0,4.0,11.0,97.0,54.0,13.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,380.0,4.0,1.0,0.0,6.0
juanfran,Leganes,Right-Back,"Sep 11, 1988 (29)",Spain,"1,80 m",right,-,2.50m,Defender,32.0,11/09/1988,Madrid,Spain,Spain,180 cm,72 kg,6.860869,537.0,La Liga,2018-2019,0.0,10.0,3.0,1.0,0.0,1.0,332.0,23.0,68.0,12.0,4.0,19.0,125.0,69.0,26.0,13.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1459.0,17.0,6.0,6.0,17.0
mikel vesga,Leganes,Defensive Midfield,"Apr 8, 1993 (25)",Spain,"1,91 m",left,-,4.00m,Midfielder,27.0,08/04/1993,Vitoria-Gasteiz,Spain,Spain,191 cm,83 kg,6.673075999999999,537.0,La Liga,2018-2019,0.0,13.0,3.0,1.0,0.0,1.0,629.0,15.0,79.0,32.0,4.0,39.0,294.0,137.0,32.0,19.0,24.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2075.0,23.0,3.0,8.0,11.0
recio,Leganes,Central Midfield,"Jan 11, 1991 (27)",Spain,"1,83 m",right,30.06.2022,3.00m,Midfielder,29.0,11/01/1991,Malaga,Spain,Spain,183 cm,74 kg,6.729411,537.0,La Liga,2018-2019,0.0,10.0,4.0,0.0,0.0,0.0,551.0,7.0,81.0,21.0,2.0,14.0,180.0,92.0,15.0,10.0,27.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1287.0,15.0,3.0,5.0,8.0
oscar rodriguez,Leganes,Attacking Midfield,"Jun 28, 1998 (20)",Spain,"1,74 m",-,30.06.2020,10.00m,Midfielder,22.0,28/06/1998,Talavera de la Reina,Spain,Spain,174 cm,67 kg,6.893548,537.0,La Liga,2018-2019,0.0,61.0,22.0,4.0,0.0,3.0,716.0,48.0,73.0,25.0,2.0,16.0,325.0,131.0,79.0,36.0,27.0,31.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2515.0,29.0,2.0,13.0,3.0
javi eraso,Leganes,Attacking Midfield,"Mar 22, 1990 (28)",Spain,"1,82 m",right,30.06.2022,1.50m,Midfielder,30.0,22/03/1990,Pamplona,Spain,Spain,180 cm,71 kg,6.55,537.0,La Liga,2018-2019,0.0,3.0,2.0,0.0,0.0,0.0,169.0,7.0,78.0,3.0,1.0,7.0,80.0,28.0,7.0,3.0,11.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,635.0,9.0,4.0,8.0,10.0
alexander szymanowski,Leganes,Left Winger,"Oct 13, 1988 (29)",Argentina,"1,74 m",left,-,1.50m,Midfielder,32.0,13/10/1988,Buenos Aires,Argentina,Argentina,175 cm,65 kg,6.5,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0
nabil el zhar,Leganes,Right Winger,"Aug 27, 1986 (31)",Morocco,"1,70 m",both,-,2.00m,Midfielder,34.0,27/08/1986,Ales,France,Morocco,171 cm,66 kg,6.665384,537.0,La Liga,2018-2019,0.0,26.0,9.0,4.0,0.0,0.0,194.0,17.0,72.0,4.0,0.0,4.0,135.0,52.0,44.0,26.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,954.0,9.0,18.0,6.0,27.0
javier aviles,Leganes,Right Winger,"Aug 17, 1997 (20)",Spain,"1,81 m",right,-,-,Attacker,23.0,17/08/1997,Madrid,Spain,Spain,181 cm,75 kg,,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
martin braithwaite,Leganes,Centre-Forward,"Jun 5, 1991 (27)",Denmark,"1,77 m",right,-,8.00m,Attacker,29.0,05/06/1991,Esbjerg,Denmark,Denmark,177 cm,73 kg,6.815789,537.0,La Liga,2018-2019,0.0,29.0,8.0,4.0,0.0,5.0,176.0,14.0,74.0,3.0,0.0,3.0,176.0,67.0,33.0,17.0,16.0,24.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1407.0,16.0,3.0,8.0,3.0
michael santos,Leganes,Centre-Forward,"Mar 13, 1993 (25)",Uruguay,"1,75 m",right,-,2.00m,Attacker,27.0,13/03/1993,Montevideo,Uruguay,Uruguay,175 cm,68 kg,6.64,537.0,La Liga,2018-2019,0.0,18.0,6.0,1.0,0.0,3.0,69.0,6.0,71.0,5.0,1.0,1.0,98.0,39.0,10.0,3.0,11.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,551.0,5.0,11.0,5.0,19.0
ivan cuellar,Leganes,Goalkeeper,"May 25, 1984 (34)",Spain,"1,87 m",left,30.06.2021,800Th.,Goalkeeper,36.0,27/05/1984,Merida,Spain,Spain,187 cm,76 kg,6.7323520000000014,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,38.0,0.0,509.0,0.0,51.0,0.0,0.0,2.0,18.0,17.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3056.0,34.0,0.0,1.0,2.0
andres prieto,Leganes,Goalkeeper,"Oct 17, 1993 (24)",Spain,"1,94 m",right,-,200Th.,Goalkeeper,27.0,17/10/1993,Alicante,Spain,Spain,194 cm,91 kg,,537.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
dimitrios siovas,Leganes,Centre-Back,"Sep 16, 1988 (29)",Greece,"1,91 m",left,30.06.2021,6.00m,Defender,32.0,16/09/1988,Drama,Greece,Greece,192 cm,83 kg,6.932352000000002,537.0,La Liga,2018-2019,1.0,21.0,3.0,1.0,0.0,0.0,976.0,10.0,69.0,32.0,15.0,65.0,285.0,181.0,19.0,12.0,10.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2965.0,34.0,0.0,3.0,0.0
unai bustinza,Leganes,Centre-Back,"Feb 2, 1992 (26)",Spain,"1,75 m",right,-,4.00m,Defender,28.0,02/02/1992,Bilbao,Spain,Spain,175 cm,74 kg,6.904,537.0,La Liga,2018-2019,24.0,6.0,1.0,0.0,0.0,1.0,618.0,10.0,70.0,31.0,13.0,53.0,222.0,127.0,4.0,3.0,30.0,31.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,2028.0,24.0,1.0,5.0,4.0
rodrigo tarin,Leganes,Centre-Back,"Jul 5, 1996 (21)",Spain,"1,83 m",right,30.06.2021,2.00m,Defender,24.0,05/07/1996,Chiva,Spain,Spain,184 cm,76 kg,6.85,537.0,La Liga,2018-2019,0.0,4.0,0.0,0.0,0.0,0.0,360.0,1.0,76.0,14.0,5.0,31.0,95.0,53.0,1.0,1.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1428.0,15.0,3.0,2.0,11.0
