Player Name,Club Name,Position,DoB(age),Nationality,Height,Dominant foot,Contract Expired,Market Value,position,age,birth_date,birth_place,birth_country,nationality,height,weight,rating,team_id,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
vitolo,atletico-madrid,Left Winger,"Nov 2, 1989 (28)",Spain,"1,85 m",right,30.06.2022,18.00m,Midfielder,31.0,02/11/1989,Las Palmas de Gran Canaria,Spain,Spain,185 cm,80 kg,6.642105,530.0,La Liga,2018-2019,0.0,8.0,1.0,0.0,0.0,1.0,240.0,8.0,71.0,13.0,1.0,10.0,163.0,89.0,45.0,27.0,40.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,742.0,5.0,15.0,4.0,25.0
angel correa,atletico-madrid,Right Winger,"Mar 9, 1995 (23)",Argentina,"1,71 m",right,30.06.2024,35.00m,Attacker,25.0,09/03/1995,Rosario,Argentina,Argentina,171 cm,70 kg,6.666666,530.0,La Liga,2018-2019,0.0,32.0,11.0,3.0,0.0,2.0,540.0,40.0,70.0,19.0,5.0,17.0,351.0,147.0,101.0,63.0,36.0,38.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,1918.0,20.0,16.0,14.0,17.0
victor mollejo,atletico-madrid,Right Winger,"Jan 21, 2001 (17)",Spain,"1,76 m",left,-,2.50m,Attacker,19.0,21/01/2001,Alcazar de San Juan,Spain,Spain,176 cm,63 kg,6.433333,530.0,La Liga,2018-2019,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,81.0,0.0,0.0,0.0,20.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,0.0,4.0,0.0,8.0
nikola kalinic,atletico-madrid,Centre-Forward,"Jan 5, 1988 (30)",Croatia,"1,87 m",both,30.06.2021,10.00m,Attacker,32.0,05/01/1988,Solin,Croatia,Croatia,187 cm,79 kg,6.63125,530.0,La Liga,2018-2019,0.0,9.0,5.0,2.0,0.0,0.0,61.0,4.0,53.0,4.0,0.0,2.0,76.0,32.0,3.0,0.0,9.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,640.0,7.0,10.0,7.0,24.0
borja garces,atletico-madrid,Centre-Forward,"Aug 6, 1999 (18)",Spain,"1,83 m",right,-,3.00m,Attacker,21.0,06/08/1999,Melilla,Spain,Spain,175 cm,71 kg,6.9,530.0,La Liga,2018-2019,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,10.0
antonio adan,atletico-madrid,Goalkeeper,"May 13, 1987 (31)",Spain,"1,90 m",left,30.06.2020,1.50m,Goalkeeper,33.0,13/05/1987,Madrid,Spain,Spain,190 cm,93 kg,7.0,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,36.0
lucas hernandez,atletico-madrid,Centre-Back,"Feb 14, 1996 (22)",France,"1,82 m",left,30.06.2024,70.00m,Defender,24.0,14/02/1996,Marseille,France,France,182 cm,76 kg,7.092857,530.0,La Liga,2018-2019,0.0,5.0,1.0,1.0,0.0,0.0,414.0,3.0,81.0,25.0,9.0,14.0,121.0,82.0,10.0,6.0,20.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1119.0,13.0,1.0,3.0,3.0
stefan savic,atletico-madrid,Centre-Back,"Jan 8, 1991 (27)",Montenegro,"1,87 m",right,30.06.2020,35.00m,Defender,29.0,08/01/1991,Mojkovac,Montenegro,Montenegro,187 cm,81 kg,6.811111,530.0,La Liga,2018-2019,0.0,7.0,0.0,0.0,0.0,2.0,444.0,3.0,80.0,10.0,9.0,22.0,96.0,53.0,1.0,1.0,6.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1400.0,17.0,1.0,2.0,5.0
francisco montero,atletico-madrid,Centre-Back,"Jan 14, 1999 (19)",Spain,"1,85 m",left,-,10.00m,Defender,21.0,14/01/1999,Sevilla,Spain,Spain,185 cm,76 kg,6.611111,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,53.0,4.0,4.0,5.0,22.0,10.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,401.0,4.0,5.0,2.0,17.0
manu sanchez,atletico-madrid,Left-Back,"Aug 24, 2000 (17)",Spain,"1,79 m",left,-,-,Defender,20.0,24/08/2000,Madrid,Spain,Spain,179 cm,70 kg,,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
santiago arias,atletico-madrid,Right-Back,"Jan 13, 1992 (26)",Colombia,"1,77 m",right,30.06.2023,18.00m,Defender,28.0,13/01/1992,Medellin,Colombia,Colombia,178 cm,72 kg,6.984,530.0,La Liga,2018-2019,0.0,9.0,1.0,1.0,0.0,1.0,647.0,14.0,81.0,32.0,2.0,34.0,211.0,129.0,14.0,8.0,32.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1770.0,20.0,5.0,4.0,11.0
carlos isaac,atletico-madrid,Right-Back,"Apr 30, 1998 (20)",Spain,"1,84 m",right,-,200Th.,Defender,22.0,30/04/1998,Navalmoral de la Mata,Spain,Spain,184 cm,74 kg,7.3,530.0,La Liga,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,35.0,1.0,85.0,0.0,0.0,1.0,7.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0
rodri,atletico-madrid,Defensive Midfield,"Jun 22, 1996 (22)",Spain,"1,91 m",right,30.06.2023,80.00m,Midfielder,24.0,22/06/1996,Madrid,Spain,Spain,191 cm,82 kg,7.197058,530.0,La Liga,2018-2019,0.0,27.0,7.0,3.0,0.0,1.0,1756.0,17.0,90.0,70.0,11.0,41.0,404.0,242.0,24.0,19.0,43.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2742.0,32.0,2.0,9.0,5.0
saul niguez,atletico-madrid,Central Midfield,"Nov 21, 1994 (23)",Spain,"1,84 m",left,30.06.2026,90.00m,Midfielder,26.0,21/11/1994,Elche,Spain,Spain,184 cm,76 kg,6.963636,530.0,La Liga,2018-2019,0.0,52.0,20.0,4.0,0.0,1.0,1168.0,16.0,77.0,56.0,10.0,42.0,448.0,236.0,52.0,34.0,26.0,55.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,2924.0,32.0,1.0,0.0,2.0
thomas,atletico-madrid,Central Midfield,"Jun 13, 1993 (25)",Ghana,"1,85 m",right,30.06.2023,50.00m,Midfielder,27.0,13/06/1993,Odumase Krobo,Ghana,Ghana,185 cm,77 kg,7.0125,530.0,La Liga,2018-2019,0.0,36.0,7.0,3.0,0.0,4.0,1112.0,20.0,83.0,42.0,5.0,49.0,276.0,162.0,42.0,36.0,21.0,31.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2066.0,22.0,10.0,5.0,14.0
toni moya,atletico-madrid,Central Midfield,"Mar 20, 1998 (20)",Spain,"1,80 m",right,-,300Th.,Midfielder,22.0,20/03/1998,Merida,Spain,Spain,180 cm,78 kg,6.9,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,91.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,8.0
mikel carro,atletico-madrid,Central Midfield,"Jan 25, 1999 (19)",Spain,"1,88 m",right,-,150Th.,Midfielder,21.0,25/01/1999,Madrid,Spain,Spain,188 cm,79 kg,,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
thomas lemar,atletico-madrid,Left Winger,"Nov 12, 1995 (22)",France,"1,71 m",left,30.06.2023,40.00m,Midfielder,25.0,12/11/1995,Baie-Mahault,Guadeloupe,France,171 cm,63 kg,6.854838000000001,530.0,La Liga,2018-2019,0.0,26.0,12.0,3.0,0.0,3.0,799.0,40.0,85.0,21.0,1.0,22.0,273.0,127.0,79.0,48.0,33.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1825.0,22.0,9.0,17.0,10.0
joaquin munoz,atletico-madrid,Left Winger,"Mar 10, 1999 (19)",Spain,"1,72 m",both,-,300Th.,Attacker,21.0,10/03/1999,Malaga,Spain,Spain,173 cm,60 kg,,530.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
gelson martins,atletico-madrid,Right Winger,"May 11, 1995 (23)",Portugal,"1,73 m",right,30.06.2023,28.00m,Attacker,25.0,11/05/1995,Praia,Cape Verde Islands,Portugal,173 cm,72 kg,6.6125,530.0,La Liga,2018-2019,0.0,5.0,1.0,0.0,0.0,0.0,48.0,2.0,71.0,3.0,0.0,1.0,51.0,22.0,17.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,223.0,1.0,7.0,1.0,14.0
antoine griezmann,atletico-madrid,Second Striker,"Mar 21, 1991 (27)",France,"1,76 m",left,30.06.2023,130.00m,Attacker,29.0,21/03/1991,Macon,France,France,176 cm,73 kg,7.405405,530.0,La Liga,2018-2019,4.0,113.0,46.0,15.0,0.0,9.0,1087.0,74.0,77.0,19.0,1.0,12.0,292.0,127.0,44.0,20.0,35.0,18.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,37.0,3204.0,37.0,0.0,6.0,0.0
diego costa,atletico-madrid,Centre-Forward,"Oct 7, 1988 (29)",Spain,"1,86 m",right,30.06.2021,25.00m,Attacker,32.0,07/10/1988,Lagarto,Brazil,Spain,188 cm,83 kg,6.53125,530.0,La Liga,2018-2019,0.0,16.0,10.0,2.0,0.0,2.0,211.0,9.0,68.0,1.0,0.0,2.0,180.0,58.0,21.0,10.0,15.0,22.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1116.0,14.0,2.0,5.0,2.0
sergio camello,atletico-madrid,Centre-Forward,"Feb 10, 2001 (17)",Spain,"1,77 m",right,-,2.50m,Attacker,19.0,10/02/2001,Madrid,Spain,Spain,177 cm,69 kg,7.2,530.0,La Liga,2018-2019,0.0,3.0,1.0,1.0,0.0,0.0,8.0,1.0,88.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,1.0,0.0,3.0
neto,fc-valencia,Goalkeeper,"Jul 19, 1989 (28)",Brazil,"1,90 m",right,30.06.2021,18.00m,Goalkeeper,31.0,19/07/1989,Araxa,Brazil,Brazil,190 cm,84 kg,6.941176,532.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,34.0,0.0,336.0,1.0,49.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,3060.0,34.0,0.0,0.0,3.0
cristian rivero,fc-valencia,Goalkeeper,"Mar 21, 1998 (20)",Spain,"1,88 m",right,-,250Th.,Goalkeeper,22.0,21/03/1998,Gandia,Spain,Spain,188 cm,75 kg,,532.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
mouctar diakhaby,fc-valencia,Centre-Back,"Dec 19, 1996 (21)",France,"1,92 m",right,30.06.2023,20.00m,Defender,24.0,19/12/1996,Vendome,France,France,189 cm,78 kg,6.77619,532.0,La Liga,2018-2019,0.0,11.0,4.0,2.0,0.0,0.0,563.0,0.0,83.0,8.0,15.0,17.0,113.0,58.0,7.0,5.0,7.0,22.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,1574.0,16.0,6.0,0.0,15.0
ezequiel garay,fc-valencia,Centre-Back,"Oct 10, 1986 (31)",Argentina,"1,88 m",right,30.06.2020,8.00m,Defender,34.0,10/10/1986,Rosario,Argentina,Argentina,189 cm,90 kg,7.008333,532.0,La Liga,2018-2019,0.0,13.0,6.0,2.0,0.0,0.0,895.0,4.0,82.0,17.0,23.0,16.0,174.0,105.0,2.0,2.0,13.0,19.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,2137.0,24.0,0.0,1.0,3.0
toni lato,fc-valencia,Left-Back,"Nov 21, 1997 (20)",Spain,"1,71 m",left,30.06.2023,5.00m,Defender,23.0,21/11/1997,Valencia,Spain,Spain,171 cm,64 kg,6.45,532.0,La Liga,2018-2019,0.0,2.0,0.0,0.0,0.0,0.0,112.0,1.0,80.0,4.0,3.0,6.0,25.0,9.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,270.0,3.0,1.0,1.0,27.0
daniel wass,fc-valencia,Right-Back,"May 31, 1989 (29)",Denmark,"1,78 m",right,30.06.2022,14.00m,Midfielder,31.0,31/05/1989,Gladsaxe,Denmark,Denmark,181 cm,74 kg,6.8875,532.0,La Liga,2018-2019,0.0,29.0,4.0,1.0,0.0,3.0,896.0,31.0,76.0,25.0,4.0,34.0,246.0,127.0,17.0,10.0,42.0,28.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2356.0,26.0,6.0,8.0,11.0
francis coquelin,fc-valencia,Defensive Midfield,"May 13, 1991 (27)",France,"1,77 m",right,30.06.2022,17.50m,Midfielder,29.0,13/05/1991,Laval,France,France,176 cm,74 kg,6.992000000000001,532.0,La Liga,2018-2019,0.0,9.0,3.0,0.0,0.0,1.0,781.0,17.0,85.0,28.0,5.0,47.0,207.0,123.0,29.0,23.0,26.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1766.0,20.0,6.0,11.0,8.0
dani parejo,fc-valencia,Central Midfield,"Apr 16, 1989 (29)",Spain,"1,82 m",right,30.06.2022,30.00m,Midfielder,31.0,16/04/1989,Coslada,Spain,Spain,182 cm,74 kg,7.537142,532.0,La Liga,2018-2019,34.0,43.0,21.0,9.0,0.0,7.0,1845.0,81.0,85.0,41.0,7.0,46.0,323.0,185.0,49.0,36.0,50.0,27.0,6.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,36.0,3063.0,35.0,1.0,2.0,1.0
kang-in lee,fc-valencia,Attacking Midfield,"Feb 19, 2001 (17)","Korea, South","1,73 m",left,30.06.2022,10.00m,Midfielder,19.0,19/02/2001,Incheon,Korea Republic,Korea Republic,173 cm,68 kg,6.5,532.0,La Liga,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,60.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,3.0,0.0,10.0
denis cheryshev,fc-valencia,Left Winger,"Dec 26, 1990 (27)",Russia,"1,79 m",left,-,6.00m,Midfielder,30.0,26/12/1990,Nizhny Novgorod,Russia,Russia,179 cm,74 kg,6.830769,532.0,La Liga,2018-2019,0.0,31.0,5.0,2.0,0.0,2.0,416.0,36.0,70.0,32.0,3.0,15.0,250.0,113.0,35.0,16.0,19.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1708.0,19.0,8.0,10.0,9.0
ferran torres,fc-valencia,Right Winger,"Feb 29, 2000 (18)",Spain,"1,84 m",right,30.06.2021,20.00m,Midfielder,20.0,29/02/2000,Foios,Spain,Spain,184 cm,77 kg,6.822727,532.0,La Liga,2018-2019,0.0,16.0,6.0,2.0,0.0,1.0,218.0,16.0,74.0,8.0,1.0,10.0,126.0,65.0,23.0,14.0,10.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,841.0,8.0,16.0,7.0,28.0
jaume domenech,fc-valencia,Goalkeeper,"Nov 5, 1990 (27)",Spain,"1,85 m",right,30.06.2023,2.50m,Goalkeeper,30.0,05/11/1990,Castellon de la Plana,Spain,Spain,185 cm,73 kg,7.4,532.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,55.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,360.0,4.0,0.0,0.0,31.0
gabriel paulista,fc-valencia,Centre-Back,"Nov 26, 1990 (27)",Brazil,"1,87 m",right,30.06.2022,20.00m,Defender,30.0,26/11/1990,Sao Paulo,Brazil,Brazil,185 cm,72 kg,6.996550999999999,532.0,La Liga,2018-2019,0.0,11.0,2.0,0.0,0.0,1.0,1086.0,5.0,85.0,16.0,19.0,68.0,183.0,115.0,6.0,3.0,29.0,25.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,2625.0,30.0,0.0,2.0,3.0
jose gaya,fc-valencia,Left-Back,"May 25, 1995 (23)",Spain,"1,72 m",left,30.06.2020,50.00m,Attacker,22.0,03/02/1998,Valencia,Spain,Spain,180 cm,73 kg,,532.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jose gaya,fc-valencia,Left-Back,"May 25, 1995 (23)",Spain,"1,72 m",left,30.06.2020,50.00m,Defender,25.0,25/05/1995,Pedreguer,Spain,Spain,172 cm,66 kg,6.9,532.0,La Liga,2018-2019,1.0,15.0,3.0,1.0,0.0,1.0,1155.0,25.0,80.0,58.0,6.0,42.0,353.0,204.0,66.0,38.0,53.0,33.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,3138.0,35.0,0.0,1.0,0.0
cristiano piccini,fc-valencia,Right-Back,"Sep 26, 1992 (25)",Italy,"1,89 m",right,30.06.2022,10.00m,Defender,28.0,26/09/1992,Firenze,Italy,Italy,183 cm,77 kg,6.736363000000001,532.0,La Liga,2018-2019,0.0,12.0,3.0,1.0,0.0,0.0,566.0,5.0,75.0,22.0,6.0,27.0,177.0,94.0,53.0,29.0,14.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1868.0,21.0,2.0,2.0,5.0
geoffrey kondogbia,fc-valencia,Central Midfield,"Feb 15, 1993 (25)",Central African Republic,"1,88 m",left,30.06.2022,30.00m,Midfielder,27.0,15/02/1993,Nemours,France,Central African Republic,188 cm,80 kg,7.052631,532.0,La Liga,2018-2019,0.0,22.0,5.0,1.0,0.0,1.0,628.0,6.0,83.0,33.0,7.0,27.0,197.0,112.0,24.0,22.0,19.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1244.0,14.0,5.0,4.0,9.0
uros racic,fc-valencia,Central Midfield,"Mar 17, 1998 (20)",Serbia,"1,93 m",both,30.06.2022,5.00m,Midfielder,22.0,17/03/1998,Kraljevo,Serbia,Serbia,193 cm,81 kg,,532.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
carlos soler,fc-valencia,Right Midfield,"Jan 2, 1997 (21)",Spain,"1,80 m",right,30.06.2023,50.00m,Midfielder,23.0,02/01/1997,Valencia,Spain,Spain,180 cm,76 kg,6.7935479999999995,532.0,La Liga,2018-2019,0.0,41.0,14.0,2.0,0.0,6.0,717.0,35.0,78.0,28.0,6.0,19.0,326.0,138.0,55.0,24.0,50.0,52.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,2465.0,27.0,4.0,9.0,10.0
goncalo guedes,fc-valencia,Left Winger,"Nov 29, 1996 (21)",Portugal,"1,79 m",right,30.06.2023,40.00m,Midfielder,24.0,29/11/1996,Benavente,Portugal,Portugal,179 cm,68 kg,6.975,532.0,La Liga,2018-2019,0.0,34.0,14.0,5.0,0.0,3.0,420.0,20.0,76.0,12.0,0.0,6.0,212.0,116.0,52.0,33.0,44.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1471.0,18.0,7.0,13.0,8.0
rodrigo,fc-valencia,Centre-Forward,"Mar 6, 1991 (27)",Spain,"1,82 m",left,30.06.2022,50.00m,Attacker,29.0,06/03/1991,Rio de Janeiro,Brazil,Spain,182 cm,77 kg,7.08125,532.0,La Liga,2018-2019,2.0,75.0,30.0,8.0,0.0,6.0,587.0,32.0,71.0,10.0,1.0,3.0,321.0,148.0,75.0,43.0,39.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,2534.0,29.0,4.0,9.0,5.0
santi mina,fc-valencia,Centre-Forward,"Dec 7, 1995 (22)",Spain,"1,81 m",right,30.06.2021,30.00m,Attacker,25.0,07/12/1995,Vigo,Spain,Spain,181 cm,77 kg,6.924136999999999,532.0,La Liga,2018-2019,0.0,43.0,22.0,7.0,0.0,5.0,337.0,16.0,71.0,10.0,2.0,4.0,305.0,109.0,31.0,12.0,40.0,37.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1859.0,23.0,7.0,14.0,9.0
kevin gameiro,fc-valencia,Centre-Forward,"May 9, 1987 (31)",France,"1,72 m",right,30.06.2021,9.00m,Attacker,33.0,09/05/1987,Senlis,France,France,172 cm,70 kg,6.778125,532.0,La Liga,2018-2019,0.0,36.0,15.0,6.0,0.0,1.0,313.0,25.0,79.0,9.0,2.0,5.0,145.0,48.0,26.0,12.0,12.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,1604.0,16.0,17.0,9.0,18.0
geronimo rulli,real-sociedad-san-sebastian,Goalkeeper,"May 20, 1992 (26)",Argentina,"1,89 m",right,30.06.2022,10.00m,Goalkeeper,28.0,20/05/1992,La Plata,Argentina,Argentina,189 cm,84 kg,6.807407,548.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,35.0,0.0,677.0,1.0,68.0,1.0,0.0,1.0,22.0,17.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,2430.0,27.0,0.0,0.0,11.0
andoni zubiaurre,real-sociedad-san-sebastian,Goalkeeper,"Dec 4, 1996 (21)",Spain,"1,89 m",left,-,300Th.,Goalkeeper,24.0,04/12/1996,Ordizia,Spain,Spain,188 cm,82 kg,,548.0,La Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
aritz elustondo,real-sociedad-san-sebastian,Centre-Back,"Mar 28, 1994 (24)",Spain,"1,82 m",right,30.06.2022,10.00m,Defender,26.0,28/03/1994,Beasain,Spain,Spain,180 cm,71 kg,6.9222220000000005,548.0,La Liga,2018-2019,0.0,10.0,5.0,1.0,0.0,0.0,874.0,9.0,77.0,29.0,7.0,39.0,234.0,154.0,19.0,16.0,27.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2253.0,24.0,3.0,2.0,6.0
robin le normand,real-sociedad-san-sebastian,Centre-Back,"Nov 11, 1996 (21)",France,"1,87 m",right,-,4.00m,Defender,24.0,11/11/1996,Pabu,France,France,187 cm,80 kg,6.85,548.0,La Liga,2018-2019,0.0,2.0,0.0,0.0,0.0,1.0,194.0,2.0,88.0,2.0,0.0,4.0,23.0,16.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,283.0,3.0,1.0,0.0,5.0
theo hernandez,real-sociedad-san-sebastian,Left-Back,"Oct 6, 1997 (20)",France,"1,84 m",left,-,15.00m,Defender,23.0,06/10/1997,Marseille,France,France,184 cm,81 kg,6.795833,548.0,La Liga,2018-2019,0.0,24.0,5.0,1.0,0.0,2.0,753.0,18.0,81.0,33.0,5.0,33.0,315.0,188.0,83.0,42.0,70.0,29.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1977.0,22.0,2.0,2.0,5.0
kevin rodrigues,real-sociedad-san-sebastian,Left-Back,"Mar 5, 1994 (24)",Portugal,"1,70 m",left,30.06.2020,3.00m,Defender,26.0,05/03/1994,Bayonne,France,Portugal,170 cm,70 kg,6.85,548.0,La Liga,2018-2019,0.0,2.0,1.0,0.0,0.0,0.0,135.0,6.0,64.0,11.0,3.0,8.0,79.0,42.0,13.0,9.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,482.0,5.0,2.0,0.0,12.0
andoni gorosabel,real-sociedad-san-sebastian,Right-Back,"Aug 4, 1996 (21)",Spain,"1,74 m",right,30.06.2024,1.50m,Defender,24.0,04/08/1996,Arrasate,Spain,Spain,174 cm,73 kg,6.685714,548.0,La Liga,2018-2019,0.0,2.0,0.0,0.0,0.0,0.0,166.0,4.0,80.0,9.0,1.0,4.0,56.0,28.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,456.0,6.0,1.0,2.0,7.0
igor zubeldia,real-sociedad-san-sebastian,Defensive Midfield,"Mar 30, 1997 (21)",Spain,"1,80 m",right,30.06.2024,30.00m,Midfielder,23.0,30/03/1997,Azkoitia,Spain,Spain,180 cm,79 kg,6.784847999999999,548.0,La Liga,2018-2019,0.0,15.0,4.0,0.0,0.0,1.0,1030.0,8.0,85.0,35.0,6.0,45.0,324.0,171.0,44.0,38.0,13.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2551.0,29.0,4.0,6.0,6.0
